"California Department of Education
Analysis, Measurement, and Accountability Reporting Division",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
New 05-Sept-2013,,,,,,,,,,,,,,
SAT Data File for 2011–12,,,,,,,,,,,,,,
"County
Number","District
Number","School
Number",County Name,District Name,School Name,"Grade
12","Number
Tested","Percent
Tested",V_Mean,M_Mean,W_Mean,Tot_Mean,GE1500Ct,Rate1500
10,62414,1030824,Fresno,Sanger Unified,Community Day,1,,,,,,,,
10,62414,1036086,Fresno,Sanger Unified,Kings River High (Continuation),41,,,,,,,,
10,62414,1036094,Fresno,Sanger Unified,Sanger High,624,290,46.47,445,460,436,1341,74,25.52
10,62430,1030758,Fresno,Selma Unified,Selma Independent,39,,,,,,,,
10,62430,1036607,Fresno,Selma Unified,Heartland High (Continuation),12,,,,,,,,
10,62430,1036672,Fresno,Selma Unified,Selma High,405,130,32.1,424,435,429,1287,21,16.15
10,62539,6112387,Fresno,West Park Elementary,West Park Charter Academy,149,3,2.01,,,,,,
10,62547,0120535,Fresno,Westside Elementary,Crescent View South Charter,171,,,,,,,,
10,73809,1030121,Fresno,Firebaugh-Las Deltas Unified,Firebaugh High,157,79,50.32,413,398,425,1236,9,11.39
10,73809,1030147,Fresno,Firebaugh-Las Deltas Unified,El Puente High,18,,,,,,,,
10,73965,0114751,Fresno,Central Unified,Pathway Community Day,6,,,,,,,,
10,73965,1030386,Fresno,Central Unified,Central Unified Alternative/Opportunity,170,,,,,,,,
10,73965,1030626,Fresno,Central Unified,Central High East Campus,880,392,44.55,438,439,430,1307,83,21.17
10,73965,1035112,Fresno,Central Unified,Pershing Continuation High,39,,,,,,,,
10,73999,1033422,Fresno,Kerman Unified,Enterprise High,8,,,,,,,,
10,73999,1033430,Fresno,Kerman Unified,Kerman High,293,71,24.23,445,459,452,1356,16,22.54
10,75127,1030261,Fresno,Mendota Unified,Mendota Continuation High,5,,,,,,,,
10,75127,1030493,Fresno,Mendota Unified,Mendota High,153,54,35.29,395,403,404,1203,2,3.7
10,75234,1030352,Fresno,Golden Plains Unified,Rio Del Rey High (Continuation),16,,,,,,,,
10,75234,1037456,Fresno,Golden Plains Unified,Tranquillity High,114,40,35.09,374,410,378,1163,0,0
10,75275,1030139,Fresno,Sierra Unified,Sandy Bluffs Alternative Education Center,18,,,,,,,,
10,75275,1036938,Fresno,Sierra Unified,Sierra High,154,73,47.4,495,480,474,1449,30,41.1
10,75408,1030253,Fresno,Riverdale Joint Unified,Horizon High,4,,,,,,,,
10,75408,1035575,Fresno,Riverdale Joint Unified,Riverdale High,144,66,45.83,403,408,407,1218,7,10.61
10,75598,1030535,Fresno,Caruthers Unified,Caruthers High,118,54,45.76,420,459,426,1305,9,16.67
10,75598,1030543,Fresno,Caruthers Unified,MARC High,4,,,,,,,,
10,76778,0108993,Fresno,Washington Unified,Easton Community Day,6,,,,,,,,
10,76778,0122473,Fresno,Washington Unified,Elm High,68,,,,,,,,
10,76778,1030774,Fresno,Washington Unified,W. E. B. DuBois Public Charter,36,5,13.89,,,,,,
10,76778,1038298,Fresno,Washington Unified,Easton Continuation High,8,,,,,,,,
10,76778,1038306,Fresno,Washington Unified,Washington High,224,108,48.21,403,418,409,1229,19,17.59
11,10116,1130087,Glenn,Glenn County Office of Education,Glenn County Juvenile Court,3,,,,,,,,
11,10116,1130103,Glenn,Glenn County Office of Education,William Finch,17,3,17.65,,,,,,
11,10116,6077184,Glenn,Glenn County Office of Education,Glenn County Special Education,10,,,,,,,,
11,62646,1136209,Glenn,Princeton Joint Unified,Princeton Junior-Senior High,20,8,40,,,,,,
11,62653,1132109,Glenn,Stony Creek Joint Unified,Elk Creek Junior-Senior High,6,2,33.33,,,,,,
11,62661,1130038,Glenn,Willows Unified,Willows Community High,5,,,,,,,,
11,62661,1132851,Glenn,Willows Unified,Willows High,118,39,33.05,448,443,435,1326,10,25.64
11,75481,1130012,Glenn,Orland Joint Unified,North Valley High (Continuation),26,,,,,,,,
11,75481,1130145,Glenn,Orland Joint Unified,Orland Community Day,2,,,,,,,,
11,75481,1135656,Glenn,Orland Joint Unified,Orland High,158,42,26.58,449,446,443,1338,5,11.9
11,76562,1130053,Glenn,Hamilton Unified,Ella Barkley High,9,,,,,,,,
11,76562,1133701,Glenn,Hamilton Unified,Hamilton High,64,,,,,,,,
12,10124,0106153,Humboldt,Humboldt County Office of Education,Eel River Community,4,,,,,,,,
12,10124,0106161,Humboldt,Humboldt County Office of Education,Eureka Community,6,,,,,,,,
12,10124,0106179,Humboldt,Humboldt County Office of Education,Southern Humboldt Community,3,,,,,,,,
12,10124,0115097,Humboldt,Humboldt County Office of Education,Northcoast Preparatory and Performing Arts Academy,26,22,84.62,589,526,549,1663,16,72.73
12,10124,6077192,Humboldt,Humboldt County Office of Education,Glen Paul,2,,,,,,,,
12,62687,0107110,Humboldt,Northern Humboldt Union High,Six Rivers Charter High,18,6,33.33,,,,,,
12,62687,0124263,Humboldt,Northern Humboldt Union High,Laurel Tree Charter,5,,,,,,,,
12,62687,1230044,Humboldt,Northern Humboldt Union High,Pacific Coast High (Continuation),21,,,,,,,,
12,62687,1230051,Humboldt,Northern Humboldt Union High,Tsurai High (Continuation),20,,,,,,,,
12,62687,1230705,Humboldt,Northern Humboldt Union High,Arcata High,187,94,50.27,574,560,547,1681,77,81.91
12,62687,1235209,Humboldt,Northern Humboldt Union High,McKinleyville High,152,58,38.16,507,533,489,1529,32,55.17
12,62810,0108688,Humboldt,Fortuna Union High,Academy of the Redwoods,69,30,43.48,590,550,559,1699,24,80
12,62810,1233352,Humboldt,Fortuna Union High,East High (Continuation),47,,,,,,,,
12,62810,1233402,Humboldt,Fortuna Union High,Fortuna Union High,172,74,43.02,491,500,488,1479,37,50
12,62901,1230028,Humboldt,Klamath-Trinity Joint Unified,Captain John Continuation High,5,,,,,,,,
12,62901,1234004,Humboldt,Klamath-Trinity Joint Unified,Hoopa Valley High,63,30,47.62,456,463,423,1342,7,23.33
12,62927,1230150,Humboldt,Loleta Union Elementary,Pacific View Charter,33,,,,,,,,
12,63032,0111203,Humboldt,South Bay Union Elementary,Alder Grove Charter,26,2,7.69,,,,,,
12,63040,1230010,Humboldt,Southern Humboldt Joint Unified,Osprey Learning Center,4,,,,,,,,
12,63040,1237007,Humboldt,Southern Humboldt Joint Unified,South Fork Junior - Senior High,50,17,34,532,515,505,1553,10,58.82
12,75374,1232909,Humboldt,Ferndale Unified,Ferndale High,37,19,51.35,511,533,497,1541,11,57.89
12,75382,1230135,Humboldt,Mattole Unified,Mattole Valley Charter (#159),69,5,7.25,,,,,,
12,75515,1232057,Humboldt,Eureka City Schools,Zoe Barnum High,50,,,,,,,,
12,75515,1232206,Humboldt,Eureka City Schools,Eureka Senior High,306,122,39.87,488,517,483,1488,61,50
13,10132,1330117,Imperial,Imperial County Office of Education,Imperial County Juvenile Hall/Community,30,,,,,,,,
13,10132,6069272,Imperial,Imperial County Office of Education,Imperial County Special Education,21,,,,,,,,
13,63081,1330141,Imperial,Brawley Union High,Renaissance,1,,,,,,,,
13,63081,1331354,Imperial,Brawley Union High,Desert Valley High (Continuation),102,,,,,,,,
13,63081,1331404,Imperial,Brawley Union High,Brawley High,318,99,31.13,460,489,468,1417,35,35.35
13,63099,1332154,Imperial,Calexico Unified,Aurora High (Continuation),80,,,,,,,,
13,63099,1332204,Imperial,Calexico Unified,Calexico High,651,197,30.26,426,444,445,1315,42,21.32
13,63107,1332501,Imperial,Calipatria Unified,Calipatria High,78,27,34.62,429,443,424,1295,6,22.22
13,63115,1330133,Imperial,Central Union High,Southwest High,484,182,37.6,461,481,463,1405,62,34.07
13,63115,1333004,Imperial,Central Union High,Central Union High,379,137,36.15,443,450,440,1333,32,23.36
13,63115,1333558,Imperial,Central Union High,Desert Oasis High (Continuation),44,,,,,,,,
13,63149,1335306,Imperial,Holtville Unified,Holtville High,140,66,47.14,449,451,445,1346,21,31.82
13,63149,1337138,Imperial,Holtville Unified,Sam Webb Continuation,12,,,,,,,,
13,63164,1331115,Imperial,Imperial Unified,Imperial Ave. Holbrook High,5,,,,,,,,
13,63164,1335900,Imperial,Imperial Unified,Imperial High,188,74,39.36,474,520,477,1471,28,37.84
13,63214,1330018,Imperial,San Pasqual Valley Unified,Bill M. Manes High,2,,,,,,,,
13,63214,1337609,Imperial,San Pasqual Valley Unified,San Pasqual Valley High,29,3,10.34,,,,,,
14,10140,0117994,Inyo,Inyo County Office of Education,YouthBuild Charter School of California,249,1,0.4,,,,,,
14,10140,0121301,Inyo,Inyo County Office of Education,YouthBuild Charter School of California Central,254,1,0.39,,,,,,
14,10140,1430073,Inyo,Inyo County Office of Education,Jill Kinmont Boothe,2,,,,,,,,
14,63248,1430123,Inyo,Big Pine Unified,Eureka Dunes High,1,,,,,,,,
14,63248,1431352,Inyo,Big Pine Unified,Big Pine High,17,10,58.82,,,,,,
14,63271,1438308,Inyo,Death Valley Unified,Death Valley High Academy,6,1,16.67,,,,,,
14,63289,0113241,Inyo,Lone Pine Unified,Sierra Alternative Learning Academy,4,,,,,,,,
14,63289,1434901,Inyo,Lone Pine Unified,Lone Pine High,35,17,48.57,489,480,483,1452,7,41.18
14,63297,1436203,Inyo,Owens Valley Unified,Owens Valley High,2,2,100,,,,,,
14,76687,0119081,Inyo,Bishop Unified,Bishop Independent Study,9,,,,,,,,
14,76687,0122671,Inyo,Bishop Unified,Golden State Virtual Academy,14,,,,,,,,
14,76687,1430057,Inyo,Bishop Unified,Palisade Glacier High (Continuation),8,,,,,,,,
14,76687,1430107,Inyo,Bishop Unified,Keith B. Bright High (Juvenile Hall),1,,,,,,,,
14,76687,1431600,Inyo,Bishop Unified,Bishop Union High,141,70,49.65,511,493,497,1500,32,45.71
15,10157,1530302,Kern,Kern County Office of Education,Kern County Juvenile Court,121,,,,,,,,
15,10157,1530310,Kern,Kern County Office of Education,Kern County Community,551,,,,,,,,
15,10157,1530492,Kern,Kern County Office of Education,Valley Oaks Charter,41,10,24.39,,,,,,
15,10157,6069496,Kern,Kern County Office of Education,Kern County Special Education,27,,,,,,,,
15,63412,0100529,Kern,Delano Joint Union High,Cesar E. Chavez High,291,118,40.55,426,470,423,1319,23,19.49
15,63412,0116384,Kern,Delano Joint Union High,Robert F. Kennedy High,286,65,22.73,437,482,441,1360,16,24.62
15,63412,1531656,Kern,Delano Joint Union High,Valley High,88,,,,,,,,
15,63412,1531672,Kern,Delano Joint Union High,Delano High,388,113,29.12,453,465,445,1363,30,26.55
15,63529,0100198,Kern,Kern Union High,Golden Valley High,610,184,30.16,420,424,429,1272,29,15.76
15,63529,0110999,Kern,Kern Union High,Frontier High,582,243,41.75,491,499,479,1469,112,46.09
15,63529,0116392,Kern,Kern Union High,Independence High,418,189,45.22,473,484,470,1427,70,37.04
15,63529,0116400,Kern,Kern Union High,Mira Monte High,466,162,34.76,419,411,407,1237,16,9.88
15,63529,0125062,Kern,Kern Union High,Tierra Del Sol Continuation High,162,,,,,,,,
15,63529,1530021,Kern,Kern Union High,Central Valley High (Continuation),63,,,,,,,,
15,63529,1530047,Kern,Kern Union High,Nueva Continuation High,78,,,,,,,,
15,63529,1530112,Kern,Kern Union High,Vista West Continuation High,172,,,,,,,,
15,63529,1530252,Kern,Kern Union High,Arvin High,550,170,30.91,403,427,408,1239,20,11.76
15,63529,1530294,Kern,Kern Union High,Summit Continuation,11,,,,,,,,
15,63529,1530344,Kern,Kern Union High,Stockdale High,530,281,53.02,528,552,523,1604,179,63.7
15,63529,1530369,Kern,Kern Union High,Centennial High,468,168,35.9,511,518,494,1523,81,48.21
15,63529,1530385,Kern,Kern Union High,Ridgeview High,524,177,33.78,470,483,454,1406,60,33.9
15,63529,1530435,Kern,Kern Union High,Kern Workforce 2000 Academy,230,,,,,,,,
15,63529,1530476,Kern,Kern Union High,Liberty High,477,217,45.49,505,519,494,1518,119,54.84
15,63529,1530708,Kern,Kern Union High,Bakersfield High,656,171,26.07,488,511,475,1474,76,44.44
15,63529,1532290,Kern,Kern Union High,East Bakersfield High,544,156,28.68,439,449,428,1316,30,19.23
15,63529,1532605,Kern,Kern Union High,Foothill High,459,124,27.02,432,448,431,1311,29,23.39
15,63529,1533330,Kern,Kern Union High,Highland High,427,161,37.7,473,479,455,1407,54,33.54
15,63529,1533538,Kern,Kern Union High,Kern Valley High,131,28,21.37,472,465,461,1398,8,28.57
15,63529,1534775,Kern,Kern Union High,North High,470,103,21.91,481,471,460,1412,38,36.89
15,63529,1535087,Kern,Kern Union High,Shafter High,369,96,26.02,438,458,435,1331,22,22.92
15,63529,1535392,Kern,Kern Union High,South High,496,160,32.26,424,445,411,1280,37,23.12
15,63529,1536325,Kern,Kern Union High,Vista Continuation High,200,,,,,,,,
15,63529,1536606,Kern,Kern Union High,West High,450,110,24.44,439,449,435,1323,27,24.55
15,63628,1533843,Kern,Maricopa Unified,Maricopa High,22,1,4.55,,,,,,
15,63628,6121024,Kern,Maricopa Unified,California Virtual Academy @ Kern,36,2,5.56,,,,,,
15,63677,0114512,Kern,Mojave Unified,California City High,105,30,28.57,450,451,448,1349,4,13.33
15,63677,1530013,Kern,Mojave Unified,Mountain View High (Continuation),11,,,,,,,,
15,63677,1534460,Kern,Mojave Unified,Mojave Jr./Sr. High,52,5,9.62,,,,,,
15,63685,1530997,Kern,Muroc Joint Unified,Boron Junior-Senior High,33,4,12.12,,,,,,
15,63685,1531987,Kern,Muroc Joint Unified,Desert Junior-Senior High,103,57,55.34,486,496,486,1468,30,52.63
15,63768,0124842,Kern,Semitropic Elementary,California Pacific Charter School of Kern,144,,,,,,,,
15,63776,1530039,Kern,Southern Kern Unified,Rare Earth High (Continuation),5,,,,,,,,
15,63776,1530377,Kern,Southern Kern Unified,Abraham Lincoln Alternative,15,,,,,,,,
15,63776,1534957,Kern,Southern Kern Unified,Rosamond High,181,60,33.15,479,477,471,1427,20,33.33
15,63818,1530138,Kern,Taft Union High,Buena Vista High (Continuation),13,,,,,,,,
15,63818,1535905,Kern,Taft Union High,Taft Union High,235,54,22.98,468,471,471,1410,17,31.48
15,63826,1530245,Kern,Tehachapi Unified,Monroe High (Continuation),97,,,,,,,,
15,63826,1536135,Kern,Tehachapi Unified,Tehachapi High,284,122,42.96,527,525,517,1569,68,55.74
15,63859,1530351,Kern,Wasco Union High,Wasco Independence High,71,,,,,,,,
15,63859,1536440,Kern,Wasco Union High,Wasco High,366,109,29.78,432,458,436,1326,21,19.27
15,73742,1530054,Kern,Sierra Sands Unified,Mesquite Continuation High,72,,,,,,,,
15,73742,1531367,Kern,Sierra Sands Unified,Burroughs High,315,84,26.67,540,569,544,1653,63,75
15,73742,6009328,Kern,Sierra Sands Unified,Richmond Elementary,1,,,,,,,,
15,73908,1530146,Kern,McFarland Unified,San Joaquin High (Continuation),9,,,,,,,,
15,73908,1530229,Kern,McFarland Unified,McFarland Independent,6,,,,,,,,
15,73908,1534155,Kern,McFarland Unified,McFarland High,185,102,55.14,380,376,391,1147,8,7.84
15,75168,0113910,Kern,El Tejon Unified,El Tejon Continuation High,3,,,,,,,,
15,75168,1530401,Kern,El Tejon Unified,Frazier Mountain High,90,38,42.22,447,435,436,1318,10,26.32
16,10165,1630102,Kings,Kings County Office of Education,J. C. Montgomery,18,,,,,,,,
16,10165,1630193,Kings,Kings County Office of Education,Kings County Community,22,,,,,,,,
16,10165,6069298,Kings,Kings County Office of Education,Kings County Special Education,18,,,,,,,,
16,63875,0101717,Kings,Armona Union Elementary,Crossroads Charter,53,1,1.89,,,,,,
16,63875,0112698,Kings,Armona Union Elementary,California Virtual Academy @ Kings,39,6,15.38,,,,,,
16,63875,0118331,Kings,Armona Union Elementary,Crossroads Trade Tech Charter,16,,,,,,,,
16,63875,0121491,Kings,Armona Union Elementary,"National University Academy, Armona",219,,,,,,,,
16,63891,0110858,Kings,Corcoran Joint Unified,Corcoran Academy,1,,,,,,,,
16,63891,0120154,Kings,Corcoran Joint Unified,California Pacific Charter School of Central California,22,,,,,,,,
16,63891,1632140,Kings,Corcoran Joint Unified,Kings Lake Education Center,24,,,,,,,,
16,63891,1632207,Kings,Corcoran Joint Unified,Corcoran High,202,69,34.16,420,441,437,1298,15,21.74
16,63925,1630060,Kings,Hanford Joint Union High,Hanford Night (Continuation),55,,,,,,,,
16,63925,1630169,Kings,Hanford Joint Union High,Hanford West High,370,110,29.73,449,448,445,1342,25,22.73
16,63925,1634245,Kings,Hanford Joint Union High,Earl F. Johnson High (Continuation),142,,,,,,,,
16,63925,1634401,Kings,Hanford Joint Union High,Hanford High,357,121,33.89,473,460,460,1393,36,29.75
16,63982,0110205,Kings,Lemoore Union High,Lemoore Middle College High,56,29,51.79,492,463,468,1423,13,44.83
16,63982,1630011,Kings,Lemoore Union High,Jamison (Donald C.) High (Continuation),77,,,,,,,,
16,63982,1635606,Kings,Lemoore Union High,Lemoore High,408,143,35.05,466,471,458,1394,45,31.47
16,73932,1630078,Kings,Reef-Sunset Unified,Sunrise High (Continuation),11,,,,,,,,
16,73932,1630110,Kings,Reef-Sunset Unified,Adelante High,2,,,,,,,,
16,73932,1630953,Kings,Reef-Sunset Unified,Avenal High,139,53,38.13,398,405,382,1186,6,11.32
17,10173,0107995,Lake,Lake County Office of Education,Clearlake Community,2,,,,,,,,
